Holiday,Temp(in K),Temp(in C),Temp(in F),Rain_1h,Snow_1h,Clouds_all,Weather_main,Weather_description,Traffic_volume,Date,Time
-,301.91,28.76,83.768,0.0,0.0,75,Clouds,Broken clouds,4386,2017-09-24,12:00:00
-,303.07,29.92,85.856,0.0,0.0,40,Clouds,Scattered clouds,4329,2017-09-24,13:00:00
-,304.07,30.92,87.656,0.0,0.0,40,Clouds,Scattered clouds,4320,2017-09-24,14:00:00
-,304.15,31.0,87.8,0.0,0.0,75,Clouds,Broken clouds,4477,2017-09-24,15:00:00
-,304.23,31.08,87.944,0.0,0.0,75,Clouds,Broken clouds,4397,2017-09-24,16:00:00
-,304.15,31.0,87.8,0.0,0.0,75,Clouds,Broken clouds,4287,2017-09-24,17:00:00
-,303.61,30.46,86.828,0.0,0.0,1,Clear,Sky is clear,3963,2017-09-24,18:00:00
-,302.34,29.19,84.542,0.0,0.0,75,Clouds,Broken clouds,3910,2017-09-24,19:00:00
-,298.3,25.15,77.27,0.0,0.0,90,Rain,Light rain,3182,2017-09-24,20:00:00
-,296.21,23.06,73.508,0.0,0.0,40,Rain,Moderate rain,2253,2017-09-24,21:00:00
-,295.61,22.46,72.428,0.0,0.0,90,Rain,Light rain,1717,2017-09-24,22:00:00
-,294.86,21.71,71.078,0.0,0.0,75,Rain,Moderate rain,2973,2017-09-24,23:00:00
-,294.46,21.31,70.358,0.0,0.0,90,Rain,Moderate rain,935,2017-09-25,00:00:00
-,293.21,20.06,68.108,0.0,0.0,75,Rain,Light rain,396,2017-09-25,01:00:00
-,293.21,20.06,68.108,0.0,0.0,75,Drizzle,Light intensity drizzle,396,2017-09-25,01:00:00
-,292.79,19.64,67.352,0.0,0.0,40,Rain,Light rain,328,2017-09-25,02:00:00
-,291.61,18.46,65.228,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,360,2017-09-25,03:00:00
-,291.61,18.46,65.228,0.0,0.0,90,Rain,Moderate rain,360,2017-09-25,03:00:00
-,290.75,17.6,63.68,0.0,0.0,90,Rain,Moderate rain,861,2017-09-25,04:00:00
-,290.75,17.6,63.68,0.0,0.0,90,Mist,Mist,861,2017-09-25,04:00:00
-,290.75,17.6,63.68,0.0,0.0,90,Drizzle,Light intensity drizzle,861,2017-09-25,04:00:00
-,290.08,16.93,62.474,0.0,0.0,90,Rain,Heavy intensity rain,2880,2017-09-25,05:00:00
-,290.08,16.93,62.474,0.0,0.0,90,Thunderstorm,Thunderstorm,2880,2017-09-25,05:00:00
-,289.48,16.33,61.394,0.0,0.0,90,Rain,Heavy intensity rain,5527,2017-09-25,06:00:00
-,289.48,16.33,61.394,0.0,0.0,90,Mist,Mist,5527,2017-09-25,06:00:00
-,289.48,16.33,61.394,0.0,0.0,90,Thunderstorm,Proximity thunderstorm with rain,5527,2017-09-25,06:00:00
-,288.75,15.6,60.08,0.0,0.0,90,Rain,Heavy intensity rain,6386,2017-09-25,07:00:00
-,288.35,15.2,59.36,0.0,0.0,90,Rain,Moderate rain,6299,2017-09-25,08:00:00
-,288.35,15.2,59.36,0.0,0.0,90,Drizzle,Drizzle,6299,2017-09-25,08:00:00
-,288.01,14.86,58.748,0.0,0.0,90,Rain,Moderate rain,5085,2017-09-25,09:00:00
-,288.01,14.86,58.748,0.0,0.0,90,Drizzle,Light intensity drizzle,5085,2017-09-25,09:00:00
-,287.94,14.79,58.622,0.0,0.0,90,Drizzle,Drizzle,4359,2017-09-25,10:00:00
-,287.94,14.79,58.622,0.0,0.0,90,Mist,Mist,4359,2017-09-25,10:00:00
-,287.94,14.79,58.622,0.0,0.0,90,Rain,Moderate rain,4359,2017-09-25,10:00:00
-,288.3,15.15,59.27,0.0,0.0,90,Rain,Light rain,4596,2017-09-25,11:00:00
-,288.3,15.15,59.27,0.0,0.0,90,Mist,Mist,4596,2017-09-25,11:00:00
-,289.15,16.0,60.8,0.0,0.0,90,Mist,Mist,4804,2017-09-25,12:00:00
-,289.15,16.0,60.8,0.0,0.0,90,Rain,Moderate rain,4804,2017-09-25,12:00:00
-,289.22,16.07,60.926,0.0,0.0,90,Rain,Light rain,4802,2017-09-25,13:00:00
-,289.87,16.72,62.096,0.0,0.0,90,Clouds,Overcast clouds,5071,2017-09-25,14:00:00
-,289.81,16.66,61.988,0.0,0.0,90,Clouds,Overcast clouds,5764,2017-09-25,15:00:00
-,289.57,16.42,61.556,0.0,0.0,90,Clouds,Overcast clouds,6457,2017-09-25,16:00:00
-,288.98,15.83,60.494,0.0,0.0,90,Clouds,Overcast clouds,6190,2017-09-25,17:00:00
-,288.9,15.75,60.35,0.0,0.0,90,Clouds,Overcast clouds,4504,2017-09-25,18:00:00
-,288.48,15.33,59.594,0.0,0.0,90,Clouds,Overcast clouds,3004,2017-09-25,19:00:00
-,288.38,15.23,59.414,0.0,0.0,90,Rain,Light rain,2498,2017-09-25,20:00:00
-,288.38,15.23,59.414,0.0,0.0,90,Drizzle,Light intensity drizzle,2498,2017-09-25,20:00:00
-,288.15,15.0,59.0,0.0,0.0,90,Rain,Light rain,2029,2017-09-25,21:00:00
-,288.15,15.0,59.0,0.0,0.0,90,Drizzle,Drizzle,2029,2017-09-25,21:00:00
-,288.0,14.85,58.73,0.0,0.0,90,Rain,Moderate rain,1460,2017-09-25,22:00:00
-,287.9,14.75,58.55,0.0,0.0,90,Rain,Moderate rain,990,2017-09-25,23:00:00
-,287.9,14.75,58.55,0.0,0.0,90,Mist,Mist,990,2017-09-25,23:00:00
-,287.9,14.75,58.55,0.0,0.0,90,Drizzle,Light intensity drizzle,990,2017-09-25,23:00:00
-,287.23,14.08,57.344,0.0,0.0,90,Rain,Light rain,553,2017-09-26,00:00:00
-,287.23,14.08,57.344,0.0,0.0,90,Drizzle,Drizzle,553,2017-09-26,00:00:00
-,287.15,14.0,57.2,0.0,0.0,90,Rain,Moderate rain,314,2017-09-26,01:00:00
-,287.15,14.0,57.2,0.0,0.0,90,Drizzle,Drizzle,314,2017-09-26,01:00:00
-,287.23,14.08,57.344,0.0,0.0,90,Rain,Moderate rain,229,2017-09-26,02:00:00
-,287.23,14.08,57.344,0.0,0.0,90,Drizzle,Drizzle,229,2017-09-26,02:00:00
-,287.48,14.33,57.794,0.0,0.0,90,Rain,Moderate rain,308,2017-09-26,03:00:00
-,287.48,14.33,57.794,0.0,0.0,90,Drizzle,Drizzle,308,2017-09-26,03:00:00
-,287.48,14.33,57.794,0.0,0.0,90,Rain,Moderate rain,894,2017-09-26,04:00:00
-,287.48,14.33,57.794,0.0,0.0,90,Drizzle,Drizzle,894,2017-09-26,04:00:00
-,287.23,14.08,57.344,0.0,0.0,90,Rain,Moderate rain,3073,2017-09-26,05:00:00
-,287.23,14.08,57.344,0.0,0.0,90,Drizzle,Drizzle,3073,2017-09-26,05:00:00
-,287.31,14.16,57.488,0.0,0.0,90,Rain,Moderate rain,5591,2017-09-26,06:00:00
-,287.31,14.16,57.488,0.0,0.0,90,Drizzle,Drizzle,5591,2017-09-26,06:00:00
-,287.38,14.23,57.614,0.0,0.0,90,Rain,Moderate rain,6025,2017-09-26,07:00:00
-,287.38,14.23,57.614,0.0,0.0,90,Drizzle,Light intensity drizzle,6025,2017-09-26,07:00:00
-,287.07,13.92,57.056,0.0,0.0,90,Rain,Moderate rain,6261,2017-09-26,08:00:00
-,287.07,13.92,57.056,0.0,0.0,90,Drizzle,Drizzle,6261,2017-09-26,08:00:00
-,287.15,14.0,57.2,0.0,0.0,90,Rain,Light rain,5783,2017-09-26,09:00:00
-,287.15,14.0,57.2,0.0,0.0,90,Mist,Mist,5783,2017-09-26,09:00:00
-,287.15,14.0,57.2,0.0,0.0,90,Drizzle,Drizzle,5783,2017-09-26,09:00:00
-,287.61,14.46,58.028,0.0,0.0,90,Drizzle,Light intensity drizzle,4506,2017-09-26,10:00:00
-,287.61,14.46,58.028,0.0,0.0,90,Mist,Mist,4506,2017-09-26,10:00:00
-,288.29,15.14,59.252,0.0,0.0,90,Drizzle,Light intensity drizzle,4716,2017-09-26,11:00:00
-,288.55,15.4,59.72,0.0,0.0,90,Drizzle,Light intensity drizzle,4827,2017-09-26,12:00:00
-,288.55,15.4,59.72,0.0,0.0,90,Mist,Mist,4827,2017-09-26,12:00:00
-,289.15,16.0,60.8,0.0,0.0,90,Drizzle,Light intensity drizzle,4879,2017-09-26,13:00:00
-,289.55,16.4,61.52,0.0,0.0,90,Clouds,Overcast clouds,5095,2017-09-26,14:00:00
-,289.88,16.73,62.114,0.0,0.0,90,Clouds,Overcast clouds,5811,2017-09-26,15:00:00
-,290.48,17.33,63.194,0.0,0.0,90,Clouds,Overcast clouds,6894,2017-09-26,16:00:00
-,290.41,17.26,63.068,0.0,0.0,90,Clouds,Overcast clouds,6255,2017-09-26,17:00:00
-,290.08,16.93,62.474,0.0,0.0,90,Clouds,Overcast clouds,4745,2017-09-26,18:00:00
-,289.55,16.4,61.52,0.0,0.0,90,Clouds,Overcast clouds,3438,2017-09-26,19:00:00
-,288.75,15.6,60.08,0.0,0.0,90,Clouds,Overcast clouds,2814,2017-09-26,20:00:00
-,288.15,15.0,59.0,0.0,0.0,75,Clouds,Broken clouds,2397,2017-09-26,21:00:00
-,287.5,14.35,57.83,0.0,0.0,90,Clouds,Overcast clouds,1618,2017-09-26,22:00:00
-,286.44,13.29,55.922,0.0,0.0,1,Clear,Sky is clear,1040,2017-09-26,23:00:00
-,285.49,12.34,54.212,0.0,0.0,1,Clear,Sky is clear,529,2017-09-27,00:00:00
-,284.69,11.54,52.772,0.0,0.0,1,Clear,Sky is clear,379,2017-09-27,01:00:00
-,284.22,11.07,51.926,0.0,0.0,40,Clouds,Scattered clouds,271,2017-09-27,02:00:00
-,283.22,10.07,50.126,0.0,0.0,1,Clear,Sky is clear,374,2017-09-27,03:00:00
-,283.02,9.87,49.766,0.0,0.0,40,Clouds,Scattered clouds,855,2017-09-27,04:00:00
-,282.55,9.4,48.92,0.0,0.0,1,Clear,Sky is clear,3110,2017-09-27,05:00:00
-,281.93,8.78,47.804,0.0,0.0,1,Clear,Sky is clear,6013,2017-09-27,06:00:00
-,281.62,8.47,47.246,0.0,0.0,20,Clouds,Few clouds,6375,2017-09-27,07:00:00
-,281.55,8.4,47.12,0.0,0.0,20,Clouds,Few clouds,5930,2017-09-27,08:00:00
-,282.72,9.57,49.226,0.0,0.0,20,Clouds,Few clouds,5651,2017-09-27,09:00:00
-,284.22,11.07,51.926,0.0,0.0,20,Clouds,Few clouds,4582,2017-09-27,10:00:00
-,285.54,12.39,54.302,0.0,0.0,20,Clouds,Few clouds,4888,2017-09-27,11:00:00
-,287.22,14.07,57.326,0.0,0.0,1,Clear,Sky is clear,4942,2017-09-27,12:00:00
-,289.01,15.86,60.548,0.0,0.0,40,Clouds,Scattered clouds,4948,2017-09-27,13:00:00
-,290.01,16.86,62.348,0.0,0.0,40,Clouds,Scattered clouds,5178,2017-09-27,14:00:00
-,290.35,17.2,62.96,0.0,0.0,75,Clouds,Broken clouds,5735,2017-09-27,15:00:00
-,290.88,17.73,63.914,0.0,0.0,40,Clouds,Scattered clouds,6680,2017-09-27,16:00:00
-,290.82,17.67,63.806,0.0,0.0,40,Clouds,Scattered clouds,6315,2017-09-27,17:00:00
-,291.08,17.93,64.274,0.0,0.0,5,Clear,Sky is clear,4708,2017-09-27,18:00:00
-,289.94,16.79,62.222,0.0,0.0,5,Clear,Sky is clear,3662,2017-09-27,19:00:00
-,287.56,14.41,57.938,0.0,0.0,1,Clear,Sky is clear,3216,2017-09-27,20:00:00
-,284.81,11.66,52.988,0.0,0.0,5,Clear,Sky is clear,2629,2017-09-27,21:00:00
-,284.0,10.85,51.53,0.0,0.0,5,Clear,Sky is clear,2020,2017-09-27,22:00:00
-,282.65,9.5,49.1,0.0,0.0,1,Clear,Sky is clear,605,2017-09-28,00:00:00
-,282.94,9.79,49.622,0.0,0.0,1,Clear,Sky is clear,329,2017-09-28,01:00:00
-,283.23,10.08,50.144,0.0,0.0,1,Clear,Sky is clear,270,2017-09-28,02:00:00
-,282.95,9.8,49.64,0.0,0.0,1,Clear,Sky is clear,322,2017-09-28,03:00:00
-,283.35,10.2,50.36,0.0,0.0,90,Clouds,Overcast clouds,871,2017-09-28,04:00:00
-,283.95,10.8,51.44,0.0,0.0,90,Clouds,Overcast clouds,3098,2017-09-28,05:00:00
-,284.43,11.28,52.304,0.0,0.0,40,Rain,Moderate rain,6062,2017-09-28,06:00:00
-,284.51,11.36,52.448,0.0,0.0,40,Clouds,Scattered clouds,6434,2017-09-28,07:00:00
-,284.43,11.28,52.304,0.0,0.0,75,Clouds,Broken clouds,6284,2017-09-28,08:00:00
-,285.68,12.53,54.554,0.0,0.0,75,Clouds,Broken clouds,5359,2017-09-28,09:00:00
-,287.78,14.63,58.334,0.0,0.0,75,Clouds,Broken clouds,4611,2017-09-28,10:00:00
-,289.34,16.19,61.142,0.0,0.0,75,Clouds,Broken clouds,4821,2017-09-28,11:00:00
-,290.86,17.71,63.878,0.0,0.0,75,Clouds,Broken clouds,4954,2017-09-28,12:00:00
-,292.68,19.53,67.154,0.0,0.0,75,Clouds,Broken clouds,5022,2017-09-28,13:00:00
-,294.21,21.06,69.908,0.0,0.0,40,Clouds,Scattered clouds,5235,2017-09-28,14:00:00
-,295.21,22.06,71.708,0.0,0.0,75,Clouds,Broken clouds,6113,2017-09-28,15:00:00
-,295.48,22.33,72.194,0.0,0.0,75,Clouds,Broken clouds,6781,2017-09-28,16:00:00
-,295.37,22.22,71.996,0.0,0.0,75,Clouds,Broken clouds,6240,2017-09-28,17:00:00
-,294.35,21.2,70.16,0.0,0.0,75,Clouds,Broken clouds,4857,2017-09-28,18:00:00
-,292.89,19.74,67.532,0.0,0.0,75,Clouds,Broken clouds,3812,2017-09-28,19:00:00
-,291.3,18.15,64.67,0.0,0.0,75,Clouds,Broken clouds,3280,2017-09-28,20:00:00
-,289.62,16.47,61.646,0.0,0.0,20,Clouds,Few clouds,2850,2017-09-28,21:00:00
-,288.75,15.6,60.08,0.0,0.0,40,Clouds,Scattered clouds,2031,2017-09-28,22:00:00
-,287.62,14.47,58.046,0.0,0.0,1,Clear,Sky is clear,1494,2017-09-28,23:00:00
-,286.22,13.07,55.526,0.0,0.0,1,Clear,Sky is clear,751,2017-09-29,00:00:00
-,284.75,11.6,52.88,0.0,0.0,1,Clear,Sky is clear,432,2017-09-29,01:00:00
-,284.42,11.27,52.286,0.0,0.0,1,Clear,Sky is clear,310,2017-09-29,02:00:00
-,284.15,11.0,51.8,0.0,0.0,1,Clear,Sky is clear,348,2017-09-29,03:00:00
-,283.62,10.47,50.846,0.0,0.0,1,Clear,Sky is clear,860,2017-09-29,04:00:00
-,282.35,9.2,48.56,0.0,0.0,1,Clear,Sky is clear,2920,2017-09-29,05:00:00
-,281.69,8.54,47.372,0.0,0.0,1,Clear,Sky is clear,5831,2017-09-29,06:00:00
-,281.02,7.87,46.166,0.0,0.0,5,Clear,Sky is clear,6571,2017-09-29,07:00:00
-,280.68,7.53,45.554,0.0,0.0,5,Clear,Sky is clear,6094,2017-09-29,08:00:00
-,282.48,9.33,48.794,0.0,0.0,5,Clear,Sky is clear,5391,2017-09-29,09:00:00
-,284.68,11.53,52.754,0.0,0.0,1,Clear,Sky is clear,4750,2017-09-29,10:00:00
-,286.48,13.33,55.994,0.0,0.0,20,Clouds,Few clouds,5142,2017-09-29,11:00:00
-,287.65,14.5,58.1,0.0,0.0,40,Clouds,Scattered clouds,5708,2017-09-29,12:00:00
-,288.68,15.53,59.954,0.0,0.0,40,Clouds,Scattered clouds,5536,2017-09-29,13:00:00
-,289.58,16.43,61.574,0.0,0.0,40,Clouds,Scattered clouds,5982,2017-09-29,14:00:00
-,289.72,16.57,61.826,0.0,0.0,40,Clouds,Scattered clouds,6368,2017-09-29,15:00:00
-,290.08,16.93,62.474,0.0,0.0,75,Clouds,Broken clouds,6627,2017-09-29,16:00:00
-,290.09,16.94,62.492,0.0,0.0,40,Clouds,Scattered clouds,5916,2017-09-29,17:00:00
-,289.68,16.53,61.754,0.0,0.0,75,Clouds,Broken clouds,5492,2017-09-29,18:00:00
-,288.89,15.74,60.332,0.0,0.0,1,Clear,Sky is clear,4498,2017-09-29,19:00:00
-,286.23,13.08,55.544,0.0,0.0,20,Clouds,Few clouds,3548,2017-09-29,20:00:00
-,284.29,11.14,52.052,0.0,0.0,5,Clear,Sky is clear,3113,2017-09-29,21:00:00
-,282.94,9.79,49.622,0.0,0.0,5,Clear,Sky is clear,2543,2017-09-29,22:00:00
-,282.0,8.85,47.93,0.0,0.0,1,Clear,Sky is clear,1880,2017-09-29,23:00:00
-,281.43,8.28,46.904,0.0,0.0,1,Clear,Sky is clear,1265,2017-09-30,00:00:00
-,280.68,7.53,45.554,0.0,0.0,1,Clear,Sky is clear,744,2017-09-30,01:00:00
-,280.36,7.21,44.978,0.0,0.0,1,Mist,Mist,552,2017-09-30,02:00:00
-,280.37,7.22,44.996,0.0,0.0,1,Mist,Mist,401,2017-09-30,03:00:00
-,280.16,7.01,44.618,0.0,0.0,1,Mist,Mist,432,2017-09-30,04:00:00
-,280.15,7.0,44.6,0.0,0.0,1,Mist,Mist,798,2017-09-30,05:00:00
-,279.86,6.71,44.078,0.0,0.0,1,Mist,Mist,1544,2017-09-30,06:00:00
-,279.43,6.28,43.304,0.0,0.0,1,Mist,Mist,2279,2017-09-30,07:00:00
-,279.55,6.4,43.52,0.0,0.0,5,Mist,Mist,3684,2017-09-30,08:00:00
-,282.15,9.0,48.2,0.0,0.0,1,Mist,Mist,4841,2017-09-30,09:00:00
-,285.08,11.93,53.474,0.0,0.0,1,Haze,Haze,5326,2017-09-30,10:00:00
-,287.79,14.64,58.352,0.0,0.0,1,Haze,Haze,5370,2017-09-30,11:00:00
-,290.21,17.06,62.708,0.0,0.0,1,Haze,Haze,5243,2017-09-30,12:00:00
-,291.55,18.4,65.12,0.0,0.0,40,Clouds,Scattered clouds,5409,2017-09-30,13:00:00
-,292.08,18.93,66.074,0.0,0.0,1,Haze,Haze,5291,2017-09-30,14:00:00
-,292.58,19.43,66.974,0.0,0.0,1,Drizzle,Light intensity drizzle,5225,2017-09-30,15:00:00
-,292.82,19.67,67.406,0.0,0.0,75,Rain,Moderate rain,4975,2017-09-30,16:00:00
-,292.82,19.67,67.406,0.0,0.0,75,Haze,Haze,4975,2017-09-30,16:00:00
-,292.49,19.34,66.812,0.0,0.0,75,Clouds,Broken clouds,4925,2017-09-30,17:00:00
-,292.02,18.87,65.966,0.0,0.0,20,Clouds,Few clouds,4477,2017-09-30,18:00:00
-,290.88,17.73,63.914,0.0,0.0,75,Clouds,Broken clouds,3898,2017-09-30,19:00:00
-,290.22,17.07,62.726,0.0,0.0,1,Clear,Sky is clear,3260,2017-09-30,20:00:00
-,289.86,16.71,62.078,0.0,0.0,75,Clouds,Broken clouds,3706,2017-09-30,21:00:00
-,289.22,16.07,60.926,0.0,0.0,40,Clouds,Scattered clouds,3326,2017-09-30,22:00:00
-,289.15,16.0,60.8,0.0,0.0,75,Clouds,Broken clouds,2517,2017-09-30,23:00:00
-,288.93,15.78,60.404,0.0,0.0,75,Clouds,Broken clouds,1447,2017-10-01,00:00:00
-,288.55,15.4,59.72,0.0,0.0,75,Clouds,Broken clouds,894,2017-10-01,01:00:00
-,288.44,15.29,59.522,0.0,0.0,90,Rain,Light rain,617,2017-10-01,02:00:00
-,288.29,15.14,59.252,0.0,0.0,40,Rain,Light rain,426,2017-10-01,03:00:00
-,288.29,15.14,59.252,0.0,0.0,40,Drizzle,Light intensity drizzle,426,2017-10-01,03:00:00
-,287.65,14.5,58.1,0.0,0.0,75,Rain,Moderate rain,356,2017-10-01,04:00:00
-,286.36,13.21,55.778,0.0,0.0,90,Rain,Moderate rain,765,2017-10-01,05:00:00
-,286.01,12.86,55.148,0.0,0.0,90,Rain,Light rain,1654,2017-10-01,06:00:00
-,286.08,12.93,55.274,0.0,0.0,75,Rain,Proximity shower rain,1838,2017-10-01,07:00:00
-,286.08,12.93,55.274,0.0,0.0,75,Drizzle,Light intensity drizzle,1838,2017-10-01,07:00:00
-,286.37,13.22,55.796,0.0,0.0,90,Rain,Light rain,2403,2017-10-01,08:00:00
-,286.51,13.36,56.048,0.0,0.0,90,Rain,Proximity shower rain,4429,2017-10-01,09:00:00
-,287.34,14.19,57.542,0.0,0.0,90,Rain,Proximity shower rain,5265,2017-10-01,10:00:00
-,288.08,14.93,58.874,0.0,0.0,90,Rain,Moderate rain,4748,2017-10-01,11:00:00
-,288.55,15.4,59.72,0.0,0.0,90,Rain,Moderate rain,4906,2017-10-01,12:00:00
-,287.59,14.44,57.992,0.0,0.0,90,Rain,Moderate rain,5108,2017-10-01,13:00:00
-,287.59,14.44,57.992,0.0,0.0,90,Drizzle,Drizzle,5108,2017-10-01,13:00:00
-,287.51,14.36,57.848,0.0,0.0,75,Rain,Moderate rain,4921,2017-10-01,14:00:00
-,287.75,14.6,58.28,0.0,0.0,90,Rain,Moderate rain,4377,2017-10-01,15:00:00
-,289.29,16.14,61.052,0.0,0.0,75,Clouds,Broken clouds,4385,2017-10-01,16:00:00
-,290.08,16.93,62.474,0.0,0.0,90,Rain,Light rain,4110,2017-10-01,17:00:00
-,290.01,16.86,62.348,0.0,0.0,90,Rain,Moderate rain,3680,2017-10-01,18:00:00
-,289.79,16.64,61.952,0.0,0.0,90,Rain,Light rain,3060,2017-10-01,19:00:00
-,289.29,16.14,61.052,0.0,0.0,90,Rain,Moderate rain,2693,2017-10-01,20:00:00
-,289.15,16.0,60.8,0.0,0.0,90,Rain,Light rain,2003,2017-10-01,21:00:00
-,289.08,15.93,60.674,0.0,0.0,90,Rain,Light rain,1686,2017-10-01,22:00:00
-,289.22,16.07,60.926,0.0,0.0,75,Thunderstorm,Proximity thunderstorm,1349,2017-10-01,23:00:00
-,289.57,16.42,61.556,0.0,0.0,75,Thunderstorm,Proximity thunderstorm,581,2017-10-02,00:00:00
-,289.37,16.22,61.196,0.0,0.0,40,Thunderstorm,Proximity thunderstorm,326,2017-10-02,01:00:00
-,289.37,16.22,61.196,0.0,0.0,40,Rain,Light rain,326,2017-10-02,01:00:00
-,287.72,14.57,58.226,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,241,2017-10-02,02:00:00
-,287.72,14.57,58.226,0.0,0.0,90,Rain,Light rain,241,2017-10-02,02:00:00
-,286.08,12.93,55.274,0.0,0.0,90,Rain,Moderate rain,334,2017-10-02,03:00:00
-,286.08,12.93,55.274,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,334,2017-10-02,03:00:00
-,285.72,12.57,54.626,0.0,0.0,90,Rain,Heavy intensity rain,803,2017-10-02,04:00:00
-,285.72,12.57,54.626,0.0,0.0,90,Thunderstorm,Proximity thunderstorm with rain,803,2017-10-02,04:00:00
-,285.84,12.69,54.842,0.0,0.0,90,Rain,Moderate rain,2894,2017-10-02,05:00:00
-,285.93,12.78,55.004,0.0,0.0,40,Rain,Light rain,5683,2017-10-02,06:00:00
-,285.99,12.84,55.112,0.0,0.0,90,Clouds,Overcast clouds,6577,2017-10-02,07:00:00
-,286.21,13.06,55.508,0.0,0.0,75,Clouds,Broken clouds,6054,2017-10-02,08:00:00
-,286.75,13.6,56.48,0.0,0.0,75,Clouds,Broken clouds,5018,2017-10-02,09:00:00
-,287.86,14.71,58.478,0.0,0.0,90,Clouds,Overcast clouds,4342,2017-10-02,10:00:00
-,289.93,16.78,62.204,0.0,0.0,90,Clouds,Overcast clouds,4519,2017-10-02,11:00:00
-,290.57,17.42,63.356,0.0,0.0,90,Rain,Light rain,4683,2017-10-02,12:00:00
-,291.48,18.33,64.994,0.0,0.0,90,Mist,Mist,4670,2017-10-02,13:00:00
-,292.93,19.78,67.604,0.0,0.0,90,Clouds,Overcast clouds,4994,2017-10-02,14:00:00
-,292.82,19.67,67.406,0.0,0.0,75,Rain,Moderate rain,5737,2017-10-02,15:00:00
-,292.82,19.67,67.406,0.0,0.0,75,Mist,Mist,5737,2017-10-02,15:00:00
-,292.51,19.36,66.848,0.0,0.0,90,Thunderstorm,Proximity thunderstorm with drizzle,6667,2017-10-02,16:00:00
-,292.51,19.36,66.848,0.0,0.0,90,Fog,Fog,6667,2017-10-02,16:00:00
-,292.51,19.36,66.848,0.0,0.0,90,Rain,Moderate rain,6667,2017-10-02,16:00:00
-,291.88,18.73,65.714,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,5599,2017-10-02,17:00:00
-,291.88,18.73,65.714,0.0,0.0,90,Rain,Light rain,5599,2017-10-02,17:00:00
-,291.88,18.73,65.714,0.0,0.0,90,Mist,Mist,5599,2017-10-02,17:00:00
-,291.41,18.26,64.868,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,3897,2017-10-02,18:00:00
-,291.41,18.26,64.868,0.0,0.0,90,Mist,Mist,3897,2017-10-02,18:00:00
-,291.41,18.26,64.868,0.0,0.0,90,Rain,Light rain,3897,2017-10-02,18:00:00
-,291.41,18.26,64.868,0.0,0.0,90,Drizzle,Light intensity drizzle,3897,2017-10-02,18:00:00
-,290.92,17.77,63.986,0.0,0.0,90,Rain,Heavy intensity rain,2631,2017-10-02,19:00:00
-,290.92,17.77,63.986,0.0,0.0,90,Mist,Mist,2631,2017-10-02,19:00:00
-,290.92,17.77,63.986,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,2631,2017-10-02,19:00:00
-,291.07,17.92,64.256,0.0,0.0,90,Thunderstorm,Thunderstorm with light drizzle,2208,2017-10-02,20:00:00
-,291.07,17.92,64.256,0.0,0.0,90,Mist,Mist,2208,2017-10-02,20:00:00
-,291.07,17.92,64.256,0.0,0.0,90,Rain,Heavy intensity rain,2208,2017-10-02,20:00:00
-,291.0,17.85,64.13,0.0,0.0,90,Rain,Heavy intensity rain,1958,2017-10-02,21:00:00
-,291.0,17.85,64.13,0.0,0.0,90,Mist,Mist,1958,2017-10-02,21:00:00
-,291.0,17.85,64.13,0.0,0.0,90,Thunderstorm,Thunderstorm with heavy rain,1958,2017-10-02,21:00:00
-,290.53,17.38,63.284,0.0,0.0,90,Mist,Mist,1356,2017-10-02,22:00:00
-,290.53,17.38,63.284,0.0,0.0,90,Rain,Moderate rain,1356,2017-10-02,22:00:00
-,290.53,17.38,63.284,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,1356,2017-10-02,22:00:00
-,290.79,17.64,63.752,0.0,0.0,90,Mist,Mist,867,2017-10-02,23:00:00
-,290.79,17.64,63.752,0.0,0.0,90,Rain,Light rain,867,2017-10-02,23:00:00
-,290.79,17.64,63.752,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,867,2017-10-02,23:00:00
-,290.38,17.23,63.014,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,501,2017-10-03,00:00:00
-,290.38,17.23,63.014,0.0,0.0,90,Rain,Light rain,501,2017-10-03,00:00:00
-,290.38,17.23,63.014,0.0,0.0,90,Mist,Mist,501,2017-10-03,00:00:00
-,290.53,17.38,63.284,0.0,0.0,90,Thunderstorm,Proximity thunderstorm,332,2017-10-03,01:00:00
-,290.53,17.38,63.284,0.0,0.0,90,Mist,Mist,332,2017-10-03,01:00:00
-,290.53,17.38,63.284,0.0,0.0,90,Rain,Heavy intensity rain,332,2017-10-03,01:00:00
-,290.45,17.3,63.14,0.0,0.0,75,Rain,Moderate rain,212,2017-10-03,02:00:00
-,290.45,17.3,63.14,0.0,0.0,75,Mist,Mist,212,2017-10-03,02:00:00
-,290.45,17.3,63.14,0.0,0.0,75,Thunderstorm,Proximity thunderstorm,212,2017-10-03,02:00:00
-,290.84,17.69,63.842,0.0,0.0,75,Mist,Mist,324,2017-10-03,03:00:00
